ID_LOG,TIMESTAMP_DECISAO,COMANDO_BOMBA,FONTE_DECISAO,CONDICAO_METEO_DESC,UMIDADE_AR_API,TEMPERATURA_API,ID_TEMPO_API
5482,2025-01-07 01:21:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,60.04,31.24,562
5483,2025-01-07 02:13:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,53.0,30.73,642
5484,2025-01-07 03:06:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,53.65,30.86,670
5485,2025-01-07 03:59:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,55.99,31.69,768
5486,2025-01-07 04:51:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,45.95,31.72,621
5487,2025-01-07 05:44:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,50.36,28.32,645
5488,2025-01-07 06:36:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,48.18,30.23,590
5489,2025-01-07 07:29:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,50.54,29.99,761
5490,2025-01-07 08:21:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,47.16,30.37,250
5491,2025-01-07 09:14:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,41.63,27.21,399
5492,2025-01-07 10:06:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,46.03,31.76,741
5493,2025-01-07 10:59:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,43.08,31.01,761
5494,2025-01-07 11:52:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,52.82,30.02,570
5495,2025-01-07 12:44:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,56.34,29.66,734
5496,2025-01-07 13:37:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,51.27,27.28,429
5497,2025-01-07 14:29:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,51.06,31.43,275
5498,2025-01-07 15:22:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,56.84,30.72,308
5499,2025-01-07 16:14:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,45.14,30.38,674
5500,2025-01-07 17:07:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,48.19,31.34,566
5501,2025-01-07 18:00:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,44.42,29.29,279
5502,2025-01-07 18:52:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,50.62,26.95,798
5503,2025-01-07 19:45:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,42.75,29.6,694
5504,2025-01-07 20:37:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,44.39,31.14,662
5505,2025-01-07 21:30:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,51.7,30.16,601
5506,2025-01-07 22:22:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,59.71,30.4,698
5507,2025-01-07 23:15:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,53.16,28.9,509
5508,2025-01-08 00:07:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,42.83,31.12,370
5509,2025-01-08 01:00:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,46.45,28.17,448
5510,2025-01-08 01:53:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,48.22,29.61,380
5511,2025-01-08 02:45:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,50.93,28.34,573
5512,2025-01-08 03:38:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,41.94,28.15,728
5513,2025-01-08 04:30:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,60.24,26.8,501
5514,2025-01-08 05:23:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,53.48,27.25,279
5515,2025-01-08 06:15:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,57.17,29.68,297
5516,2025-01-08 07:08:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,58.67,30.66,723
5517,2025-01-08 08:00:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,53.62,31.61,675
5518,2025-01-08 08:53:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,58.45,27.87,220
5519,2025-01-08 09:46:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,42.65,32.37,295
5520,2025-01-08 10:38:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,54.83,30.52,615
5521,2025-01-08 11:31:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,53.22,31.89,679
5522,2025-01-08 12:23:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,52.7,27.45,525
5523,2025-01-08 13:16:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,55.25,26.45,614
5524,2025-01-08 14:08:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,56.72,26.44,326
5525,2025-01-08 15:01:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,42.19,27.03,409
5526,2025-01-08 15:54:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,52.48,31.98,492
5527,2025-01-08 16:46:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,42.45,32.24,417
5528,2025-01-08 17:39:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,58.87,26.68,288
5529,2025-01-08 18:31:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,49.51,30.26,508
5530,2025-01-08 19:24:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,48.94,27.94,210
5531,2025-01-08 20:16:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,42.11,28.17,773
5532,2025-01-08 21:09:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,42.26,32.27,730
5533,2025-01-08 22:01:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,41.34,28.22,389
5534,2025-01-08 22:54:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,54.62,28.35,286
5535,2025-01-08 23:47:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,54.46,29.98,713
5536,2025-01-09 00:39:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,57.67,27.53,754
5537,2025-01-09 01:32:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,42.34,27.94,336
5538,2025-01-09 02:24:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,54.88,31.9,513
5539,2025-01-09 03:17:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,43.92,29.63,294
5540,2025-01-09 04:09:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,43.25,28.25,569
5541,2025-01-09 05:02:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,60.98,30.06,327
5542,2025-01-09 05:54:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,55.72,26.58,593
5543,2025-01-09 06:47:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,43.53,28.23,765
5544,2025-01-09 07:40:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,46.88,28.49,326
5545,2025-01-09 08:32:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,57.27,30.53,485
5546,2025-01-09 09:25:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,44.2,28.1,790
5547,2025-01-09 10:17:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,45.99,28.59,319
5548,2025-01-09 11:10:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,57.16,28.96,709
5549,2025-01-09 12:02:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,55.02,31.92,705
5550,2025-01-09 12:55:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,49.3,30.82,780
5551,2025-01-09 13:48:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,56.23,31.75,657
5552,2025-01-09 14:40:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,52.2,29.11,774
5553,2025-01-09 15:33:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,58.81,26.59,241
5554,2025-01-09 16:25:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,45.37,27.97,524
5555,2025-01-09 17:18:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,57.37,30.28,421
5556,2025-01-09 18:10:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,44.51,28.86,225
5557,2025-01-09 19:03:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,53.1,26.83,438
5558,2025-01-09 19:55:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,51.88,29.05,521
5559,2025-01-09 20:48:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,54.0,30.59,716
5560,2025-01-09 21:41:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,44.35,30.02,292
5561,2025-01-09 22:33:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,49.47,32.35,744
5562,2025-01-09 23:26:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,59.15,29.48,655
5563,2025-01-10 00:18:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,44.5,31.02,234
5564,2025-01-10 01:11:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,58.72,28.68,608
5565,2025-01-10 02:03:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,44.46,27.15,714
5566,2025-01-10 02:56:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,49.6,28.26,614
5567,2025-01-10 03:48:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,44.39,28.43,377
5568,2025-01-10 04:41:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,60.31,32.04,671
5569,2025-01-10 05:34:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,51.08,29.87,237
5570,2025-01-10 06:26:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,50.85,31.83,217
5571,2025-01-10 07:19:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,55.87,28.53,697
5572,2025-01-10 08:11:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,53.85,31.92,631
5573,2025-01-10 09:04:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,48.11,27.69,321
5574,2025-01-10 09:56:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,53.3,29.06,431
5575,2025-01-10 10:49:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,57.53,27.76,360
5576,2025-01-10 11:42:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,45.19,29.63,540
5577,2025-01-10 12:34:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,42.86,31.89,337
5578,2025-01-10 13:27:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,60.49,29.67,480
5579,2025-01-10 14:19:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,53.1,31.47,523
5580,2025-01-10 15:12:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,60.54,28.93,763
5581,2025-01-10 16:04:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,49.23,31.02,745
5582,2025-01-10 16:57:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,57.14,28.26,571
5583,2025-01-10 17:49:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,56.23,29.11,439
5584,2025-01-10 18:42:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,44.26,32.29,751
5585,2025-01-10 19:35:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,52.1,30.41,228
5586,2025-01-10 20:27:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,42.41,28.06,313
5587,2025-01-10 21:20:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,48.95,28.01,706
5588,2025-01-10 22:12:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,58.98,28.61,521
5589,2025-01-10 23:05:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,55.7,30.06,214
5590,2025-01-10 23:57:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,47.15,27.78,371
5591,2025-01-11 00:50:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,52.85,31.03,556
5592,2025-01-11 01:42:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,44.91,27.95,528
5593,2025-01-11 02:35:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,49.78,30.12,727
5594,2025-01-11 03:28:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,48.12,26.67,528
5595,2025-01-11 04:20:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,52.62,30.77,474
5596,2025-01-11 05:13:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,59.84,26.34,578
5597,2025-01-11 06:05:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,54.07,31.9,318
5598,2025-01-11 06:58:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,47.65,27.85,333
5599,2025-01-11 07:50:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,60.21,26.54,276
5600,2025-01-11 08:43:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,49.02,29.09,203
5601,2025-01-11 09:36:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,57.76,31.03,431
5602,2025-01-11 10:28:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,48.06,29.09,770
5603,2025-01-11 11:21:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,51.74,26.32,396
5604,2025-01-11 12:13:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,55.83,26.52,220
5605,2025-01-11 13:06:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,43.96,31.3,230
5606,2025-01-11 13:58:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,60.49,31.2,410
5607,2025-01-11 14:51:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,50.9,29.92,715
5608,2025-01-11 15:43:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,49.04,28.75,570
5609,2025-01-11 16:36:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,54.36,31.45,644
5610,2025-01-11 17:29:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,52.97,27.7,511
5611,2025-01-11 18:21:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,60.26,27.76,773
5612,2025-01-11 19:14:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,52.53,27.2,237
5613,2025-01-11 20:06:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,49.91,30.18,714
5614,2025-01-11 20:59:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,50.37,29.6,469
5615,2025-01-11 21:51:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,50.32,31.81,611
5616,2025-01-11 22:44:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,55.42,30.47,738
5617,2025-01-11 23:36:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,56.79,26.64,663
5618,2025-01-12 00:29:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,44.64,30.96,246
5619,2025-01-12 01:22:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,58.91,32.1,421
5620,2025-01-12 02:14:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,60.34,27.53,609
5621,2025-01-12 03:07:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,58.39,27.27,587
5622,2025-01-12 03:59:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,54.39,29.7,341
5623,2025-01-12 04:52:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,51.26,31.76,563
5624,2025-01-12 05:44:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,49.88,29.77,677
5625,2025-01-12 06:37:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,41.69,31.53,214
5626,2025-01-12 07:30:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,48.71,31.08,277
5627,2025-01-12 08:22:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,59.68,31.04,654
5628,2025-01-12 09:15:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,55.54,30.62,208
5629,2025-01-12 10:07:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,44.57,29.72,400
5630,2025-01-12 11:00:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,43.82,26.42,410
5631,2025-01-12 11:52:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,55.5,30.15,516
5632,2025-01-12 12:45:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,53.18,31.31,480
5633,2025-01-12 13:37:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,52.21,26.95,700
5634,2025-01-12 14:30:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,58.28,27.15,303
5635,2025-01-12 15:23:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,43.32,27.67,803
5636,2025-01-12 16:15:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,61.11,31.42,640
5637,2025-01-12 17:08:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,54.23,27.9,270
5638,2025-01-12 18:00:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,43.43,30.97,405
5639,2025-01-12 18:53:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,55.17,31.45,627
5640,2025-01-12 19:45:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,41.58,30.06,203
5641,2025-01-12 20:38:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,42.07,31.26,256
5642,2025-01-12 21:30:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,41.79,29.98,382
5643,2025-01-12 22:23:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,45.3,30.48,671
5644,2025-01-12 23:16:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,47.73,28.49,638
5645,2025-01-13 00:08:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,48.97,31.79,465
5646,2025-01-13 01:01:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,54.68,31.2,464
5647,2025-01-13 01:53:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,48.3,31.14,602
5648,2025-01-13 02:46:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,42.43,28.12,559
5649,2025-01-13 03:38:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,42.46,29.57,653
5650,2025-01-13 04:31:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,46.02,28.21,357
5651,2025-01-13 05:24:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,60.51,31.34,510
5652,2025-01-13 06:16:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,46.13,27.67,440
5653,2025-01-13 07:09:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,49.21,28.4,575
5654,2025-01-13 08:01:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,60.49,31.0,765
5655,2025-01-13 08:54:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,53.12,28.46,542
5656,2025-01-13 09:46:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,60.66,31.04,271
5657,2025-01-13 10:39:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,53.68,30.2,488
5658,2025-01-13 11:31:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,59.97,27.44,329
5659,2025-01-13 12:24:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,56.88,30.99,643
5660,2025-01-13 13:17:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,54.3,27.04,550
5661,2025-01-13 14:09:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,48.93,26.51,669
5662,2025-01-13 15:02:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,61.45,30.2,643
5663,2025-01-13 15:54:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,59.69,28.99,492
5664,2025-01-13 16:47:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,58.55,31.18,431
5665,2025-01-13 17:39:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,52.74,31.84,225
5666,2025-01-13 18:32:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,47.25,27.29,745
5667,2025-01-13 19:24:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,52.96,26.35,251
5668,2025-01-13 20:17:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,41.96,29.14,392
5669,2025-01-13 21:10:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,56.51,31.85,501
5670,2025-01-13 22:02:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,52.28,26.64,293
5671,2025-01-13 22:55:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,49.85,29.98,254
5672,2025-01-13 23:47:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,56.13,27.86,327
5673,2025-01-14 00:40:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,56.36,31.28,681
5674,2025-01-14 01:32:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,49.33,26.23,678
5675,2025-01-14 02:25:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,41.8,26.21,408
5676,2025-01-14 03:18:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,51.2,29.26,291
5677,2025-01-14 04:10:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,52.89,27.89,286
5678,2025-01-14 05:03:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,52.1,31.13,637
5679,2025-01-14 05:55:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,50.84,26.54,535
5680,2025-01-14 06:48:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,43.82,27.39,511
5681,2025-01-14 07:40:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,43.38,27.61,326
5682,2025-01-14 08:33:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,47.83,28.36,392
5683,2025-01-14 09:25:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,44.59,27.63,421
5684,2025-01-14 10:18:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,52.16,26.67,468
5685,2025-01-14 11:11:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,41.71,31.28,712
5686,2025-01-14 12:03:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,51.35,26.73,254
5687,2025-01-14 12:56:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,47.28,26.2,792
5688,2025-01-14 13:48:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,41.72,28.93,336
5689,2025-01-14 14:41:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,57.92,30.02,529
5690,2025-01-14 15:33:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,47.4,30.13,509
5691,2025-01-14 16:26:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,58.65,31.77,778
5692,2025-01-14 17:18:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,55.57,30.5,315
5693,2025-01-14 18:11:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,60.21,28.14,334
5694,2025-01-14 19:04:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,54.57,26.44,635
5695,2025-01-14 19:56:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,56.79,28.57,474
5696,2025-01-14 20:49:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,53.09,27.1,776
5697,2025-01-14 21:41:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,59.42,27.54,409
5698,2025-01-14 22:34:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,60.37,30.65,424
5699,2025-01-14 23:26:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,54.34,30.63,275
5700,2025-01-15 00:19:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,50.84,29.18,364
5701,2025-01-15 01:12:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,45.04,30.12,359
5702,2025-01-15 02:04:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,52.4,30.0,339
5703,2025-01-15 02:57:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,47.81,30.47,385
5704,2025-01-15 03:49:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,54.17,30.93,627
5705,2025-01-15 04:42:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,56.01,27.36,619
5706,2025-01-15 05:34:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,43.83,26.74,296
5707,2025-01-15 06:27:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,51.76,30.58,288
5708,2025-01-15 07:19:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,53.07,29.42,798
5709,2025-01-15 08:12:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,56.17,28.33,211
5710,2025-01-15 09:05:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,43.47,27.68,440
5711,2025-01-15 09:57:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,42.31,29.87,745
5712,2025-01-15 10:50:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,52.73,30.3,616
5713,2025-01-15 11:42:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,42.52,26.79,376
5714,2025-01-15 12:35:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,57.68,30.97,511
5715,2025-01-15 13:27:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,57.06,31.26,212
5716,2025-01-15 14:20:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,41.9,28.54,719
5717,2025-01-15 15:12:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,50.0,26.7,414
5718,2025-01-15 16:05:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,59.71,28.23,646
5719,2025-01-15 16:58:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,50.69,29.07,738
5720,2025-01-15 17:50:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,57.95,27.9,674
5721,2025-01-15 18:43:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,53.77,31.69,701
5722,2025-01-15 19:35:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,53.44,31.17,345
5723,2025-01-15 20:28:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,45.44,27.44,765
5724,2025-01-15 21:20:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,58.62,29.88,319
5725,2025-01-15 22:13:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,57.24,29.01,675
5726,2025-01-15 23:06:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,49.07,26.5,268
5727,2025-01-15 23:58:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,54.61,26.91,210
5728,2025-01-16 00:51:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,55.78,27.52,357
5729,2025-01-16 01:43:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,42.1,30.61,383
5730,2025-01-16 02:36:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,60.04,29.51,253
5731,2025-01-16 03:28:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,55.4,26.96,365
5732,2025-01-16 04:21:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,46.24,31.22,566
5733,2025-01-16 05:13:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,53.94,27.49,445
5734,2025-01-16 06:06:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,59.27,29.45,226
5735,2025-01-16 06:59:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,61.16,29.02,756
5736,2025-01-16 07:51:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,52.81,31.43,434
5737,2025-01-16 08:44:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,50.0,26.32,514
5738,2025-01-16 09:36:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,60.24,31.94,560
